Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Sweden","NET-SE0007C","Göteborgsregionens luftvårdsförbund","SE0067A","Göteborg Haga","SPO-SE0067A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","7.580","ug/m3","92.08","","Traffic","urban","11.9605","57.6979","9.3","Göteborg                                                                        ","SE002K1                                           ","564039","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0070A","","SPO-SE0070A_06001_101","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2011","7.002","ug/m3","81.78","","Traffic","urban","17.6425","59.8595","19.0","Uppsala                                                                         ","SE006C1                                           ","219914","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0079A","","SPO-SE0079A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2009","10.911","ug/m3","84.93","","Traffic","urban","12.9450","57.7206","150.0","Borås                                                                           ","SE505C1                                           ","111026","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0083A","","SPO-SE0083A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2010","4.293","ug/m3","81.10","","Background","urban","20.2856","63.8247","10.0","Umeå                                                                            ","SE005C1                                           ","125080","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0075A","","SPO-SE0075A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2011","10.411","ug/m3","93.97","","Traffic","urban","14.1586","57.7767","","Jönköping                                                                       ","SE004C1                                           ","137481","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0083A","","SPO-SE0083A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","4.525","ug/m3","95.36","","Background","urban","20.2856","63.8247","10.0","Umeå                                                                            ","SE005C1                                           ","125080","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0083A","","SPO-SE0083A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2009","4.764","ug/m3","46.58","","Background","urban","20.2856","63.8247","10.0","Umeå                                                                            ","SE005C1                                           ","125080","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0083A","","SPO-SE0083A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2011","4.835","ug/m3","87.67","","Background","urban","20.2856","63.8247","10.0","Umeå                                                                            ","SE005C1                                           ","125080","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0070A","","SPO-SE0070A_06001_101","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","5.481","ug/m3","81.87","","Traffic","urban","17.6425","59.8595","19.0","Uppsala                                                                         ","SE006C1                                           ","219914","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0070A","Uppsala Kungsgatan 42","SPO-SE0070A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2007","9.873","ug/m3","39.37","","Traffic","urban","17.6425","59.8595","19.0","Uppsala                                                                         ","SE006C1                                           ","219914","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0058A","Malmö Dalaplan","SPO-SE0058A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2011","17.209","ug/m3","99.45","","Traffic","urban","13.0062","55.5847","11.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0058A","Malmö Dalaplan","SPO-SE0058A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2010","13.693","ug/m3","95.89","","Traffic","urban","13.0062","55.5847","11.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0058A","Malmö Dalaplan","SPO-SE0058A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2009","12.174","ug/m3","96.50","","Traffic","urban","13.0062","55.5847","11.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0001A","Malmö Rådhuset","SPO-SE0001A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","11.081","ug/m3","86.21","","Background","urban","13.0020","55.6064","25.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0001A","Malmö Rådhuset","SPO-SE0001A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2007","11.433","ug/m3","99.20","","Background","urban","13.0020","55.6064","25.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0001A","Malmö Rådhuset","SPO-SE0001A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2010","13.457","ug/m3","96.88","","Background","urban","13.0020","55.6064","25.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0001A","Malmö Rådhuset","SPO-SE0001A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2009","12.164","ug/m3","95.50","","Background","urban","13.0020","55.6064","25.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0001A","Malmö Rådhuset","SPO-SE0001A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2011","15.814","ug/m3","98.07","","Background","urban","13.0020","55.6064","25.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0001A","Malmö Rådhuset","SPO-SE0001A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2004","9.976","ug/m3","72.78","","Background","urban","13.0020","55.6064","25.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0001A","Malmö Rådhuset","SPO-SE0001A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2006","12.280","ug/m3","97.75","","Background","urban","13.0020","55.6064","25.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0001A","Malmö Rådhuset","SPO-SE0001A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2008","11.208","ug/m3","98.77","","Background","urban","13.0020","55.6064","25.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0001C","Skånes Luftvårdsförbund","SE0001A","Malmö Rådhuset","SPO-SE0001A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2005","11.149","ug/m3","99.70","","Background","urban","13.0020","55.6064","25.0","Malmö                                                                           ","SE003C1                                           ","333633","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0027A","Stockholm Sveavägen 59 Gata","SPO-SE0027A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2009","7.398","ug/m3","91.64","","Traffic","urban","18.0583","59.3408","8.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0027A","Stockholm Sveavägen 59 Gata","SPO-SE0027A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2004","16.648","ug/m3","98.34","","Traffic","urban","18.0583","59.3408","8.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0027A","Stockholm Sveavägen 59 Gata","SPO-SE0027A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2005","12.905","ug/m3","94.78","","Traffic","urban","18.0583","59.3408","8.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0027A","Stockholm Sveavägen 59 Gata","SPO-SE0027A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2006","14.955","ug/m3","99.01","","Traffic","urban","18.0583","59.3408","8.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0027A","Stockholm Sveavägen 59 Gata","SPO-SE0027A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2007","11.881","ug/m3","91.13","","Traffic","urban","18.0583","59.3408","8.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0027A","Stockholm Sveavägen 59 Gata","SPO-SE0027A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","6.095","ug/m3","82.74","","Traffic","urban","18.0583","59.3408","8.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0027A","Stockholm Sveavägen 59 Gata","SPO-SE0027A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2010","7.544","ug/m3","88.94","","Traffic","urban","18.0583","59.3408","8.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0027A","Stockholm Sveavägen 59 Gata","SPO-SE0027A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2008","10.382","ug/m3","91.56","","Traffic","urban","18.0583","59.3408","8.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0027A","Stockholm Sveavägen 59 Gata","SPO-SE0027A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2011","7.555","ug/m3","83.93","","Traffic","urban","18.0583","59.3408","8.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0050A","","SPO-SE0050A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2004","16.977","ug/m3","83.15","","Traffic","urban","18.0708","59.3364","4.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0050A","","SPO-SE0050A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2005","11.943","ug/m3","83.12","","Traffic","urban","18.0708","59.3364","4.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0050A","","SPO-SE0050A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2007","11.330","ug/m3","47.82","","Traffic","urban","18.0708","59.3364","4.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0050A","","SPO-SE0050A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2006","13.444","ug/m3","90.97","","Traffic","urban","18.0708","59.3364","4.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0099A","","SPO-SE0099A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","6.742","ug/m3","84.11","","Traffic","urban","18.0752","59.3146","30.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0099A","","SPO-SE0099A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2011","7.253","ug/m3","69.76","","Traffic","urban","18.0752","59.3146","30.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","","","SE0099A","","SPO-SE0099A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2010","7.917","ug/m3","88.57","","Traffic","urban","18.0752","59.3146","30.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0087A","Stockholm E4/E20 Lilla Essingen","SPO-SE0087A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2010","7.452","ug/m3","90.63","","Traffic","suburban","18.0044","59.3255","16.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0087A","Stockholm E4/E20 Lilla Essingen","SPO-SE0087A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","6.417","ug/m3","86.58","","Traffic","suburban","18.0044","59.3255","16.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0087A","Stockholm E4/E20 Lilla Essingen","SPO-SE0087A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2011","7.277","ug/m3","89.85","","Traffic","suburban","18.0044","59.3255","16.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0005C","Naturvårdsverket","SE0084A","Stockholm Olaus Petri","SPO-SE0084A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2011","6.740","ug/m3","93.15","","Background","urban","18.0908","59.3461","30.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0005C","Naturvårdsverket","SE0084A","Stockholm Olaus Petri","SPO-SE0084A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","4.947","ug/m3","100.00","","Background","urban","18.0908","59.3461","30.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0005C","Naturvårdsverket","SE0084A","Stockholm Olaus Petri","SPO-SE0084A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2009","5.200","ug/m3","37.53","","Background","urban","18.0908","59.3461","30.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0005C","Naturvårdsverket","SE0084A","Stockholm Olaus Petri","SPO-SE0084A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2010","6.381","ug/m3","85.21","","Background","urban","18.0908","59.3461","30.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0003A","Stockholm Hornsgatan 108 Gata","SPO-SE0003A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2005","15.958","ug/m3","97.10","","Traffic","urban","18.0488","59.3172","24.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0003A","Stockholm Hornsgatan 108 Gata","SPO-SE0003A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2007","13.219","ug/m3","95.51","","Traffic","urban","18.0488","59.3172","24.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0003A","Stockholm Hornsgatan 108 Gata","SPO-SE0003A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2008","12.698","ug/m3","95.47","","Traffic","urban","18.0488","59.3172","24.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0003A","Stockholm Hornsgatan 108 Gata","SPO-SE0003A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2010","11.097","ug/m3","88.01","","Traffic","urban","18.0488","59.3172","24.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0003A","Stockholm Hornsgatan 108 Gata","SPO-SE0003A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2006","15.873","ug/m3","77.19","","Traffic","urban","18.0488","59.3172","24.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0003A","Stockholm Hornsgatan 108 Gata","SPO-SE0003A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","8.495","ug/m3","93.43","","Traffic","urban","18.0488","59.3172","24.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0003A","Stockholm Hornsgatan 108 Gata","SPO-SE0003A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2011","9.181","ug/m3","94.51","","Traffic","urban","18.0488","59.3172","24.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0003A","Stockholm Hornsgatan 108 Gata","SPO-SE0003A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2004","16.391","ug/m3","95.54","","Traffic","urban","18.0488","59.3172","24.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0022A","Stockholm Torkel Knutssongatan","SPO-SE0022A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2008","8.859","ug/m3","90.34","","Background","urban","18.0578","59.3160","58.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0022A","Stockholm Torkel Knutssongatan","SPO-SE0022A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2004","10.727","ug/m3","93.53","","Background","urban","18.0578","59.3160","58.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Sweden","NET-SE0004C","Östra Sveriges Luftvårdsförbund","SE0022A","Stockholm Torkel Knutssongatan","SPO-SE0022A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2006","11.616","ug/m3","88.73","","Background","urban","18.0578","59.3160","58.0","Stockholm (greater city)                                                        ","SE001K1                                           ","1745766","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
